=== Bayesian Optimization for Nonlinear Factor Graph Tracking ===
Loaded 500 nonlinear trajectories
dt_vec size: 199, first 10: 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
Max consecutive dt ratio: 1
=== Nonlinear BayesOpt Tracking Test ===
  Turn rate: 0.1 rad/s
  Consistency method: nis4
  Process noise bounds: [0.001, 2]
[BayesOpt Nonlinear] Parameters: V0=0.208127, R=2.22641, Metric=0.114477, Time=1879ms
- 20:30:45.200828 INFO: Iteration: 179 of 500 | Total samples: 279
- 20:30:45.200840 INFO: Query: [2](0.208127,2.22641)
- 20:30:45.200845 INFO: Query outcome: 0.114477
- 20:30:45.200847 INFO: Best query: [2](0.232776,2.17409)
- 20:30:45.200850 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 285
[BayesOpt Nonlinear] Parameters: V0=0.355797, R=1.92773, Metric=0.120376, Time=1772ms
- 20:30:46.989540 INFO: Iteration: 180 of 500 | Total samples: 280
- 20:30:46.989553 INFO: Query: [2](0.355797,1.92773)
- 20:30:46.989558 INFO: Query outcome: 0.120376
- 20:30:46.989560 INFO: Best query: [2](0.232776,2.17409)
- 20:30:46.989563 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 286
[BayesOpt Nonlinear] Parameters: V0=0.232042, R=2.17462, Metric=0.101907, Time=1863ms
- 20:30:48.867522 INFO: Iteration: 181 of 500 | Total samples: 281
- 20:30:48.867556 INFO: Query: [2](0.232042,2.17462)
- 20:30:48.867567 INFO: Query outcome: 0.101907
- 20:30:48.867569 INFO: Best query: [2](0.232776,2.17409)
- 20:30:48.867573 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 287
[BayesOpt Nonlinear] Parameters: V0=0.221315, R=2.13644, Metric=0.127225, Time=1753ms
- 20:30:50.634865 INFO: Iteration: 182 of 500 | Total samples: 282
- 20:30:50.634879 INFO: Query: [2](0.221315,2.13644)
- 20:30:50.634884 INFO: Query outcome: 0.127225
- 20:30:50.634886 INFO: Best query: [2](0.232776,2.17409)
- 20:30:50.634889 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 288
[BayesOpt Nonlinear] Parameters: V0=0.242017, R=2.16477, Metric=0.116435, Time=1695ms
- 20:30:52.343717 INFO: Iteration: 183 of 500 | Total samples: 283
- 20:30:52.343735 INFO: Query: [2](0.242017,2.16477)
- 20:30:52.343742 INFO: Query outcome: 0.116435
- 20:30:52.343745 INFO: Best query: [2](0.232776,2.17409)
- 20:30:52.343750 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 289
[BayesOpt Nonlinear] Parameters: V0=0.346255, R=1.84992, Metric=0.159714, Time=1733ms
- 20:30:54.090713 INFO: Iteration: 184 of 500 | Total samples: 284
- 20:30:54.090723 INFO: Query: [2](0.346255,1.84992)
- 20:30:54.090729 INFO: Query outcome: 0.159714
- 20:30:54.090731 INFO: Best query: [2](0.232776,2.17409)
- 20:30:54.090734 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 290
[BayesOpt Nonlinear] Parameters: V0=0.271681, R=2.10503, Metric=0.132346, Time=1746ms
- 20:30:55.849874 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 291
[BayesOpt Nonlinear] Parameters: V0=1.09882, R=0.682455, Metric=1.89709, Time=2024ms
- 20:30:57.874903 INFO: Iteration: 185 of 500 | Total samples: 285
- 20:30:57.874916 INFO: Query: [2](1.09882,0.682455)
- 20:30:57.874923 INFO: Query outcome: 1.89709
- 20:30:57.874925 INFO: Best query: [2](0.232776,2.17409)
- 20:30:57.874930 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 292
[BayesOpt Nonlinear] Parameters: V0=0.271681, R=2.10503, Metric=0.132346, Time=1803ms
- 20:30:59.695081 INFO: Iteration: 186 of 500 | Total samples: 286
- 20:30:59.695096 INFO: Query: [2](0.271681,2.10503)
- 20:30:59.695102 INFO: Query outcome: 0.132346
- 20:30:59.695104 INFO: Best query: [2](0.232776,2.17409)
- 20:30:59.695107 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 293
[BayesOpt Nonlinear] Parameters: V0=0.27918, R=1.94089, Metric=0.152085, Time=1670ms
- 20:31:01.377873 INFO: Iteration: 187 of 500 | Total samples: 287
- 20:31:01.377884 INFO: Query: [2](0.27918,1.94089)
- 20:31:01.377890 INFO: Query outcome: 0.152085
- 20:31:01.377892 INFO: Best query: [2](0.232776,2.17409)
- 20:31:01.377895 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 294
[BayesOpt Nonlinear] Parameters: V0=0.238792, R=2.09311, Metric=0.123879, Time=1735ms
- 20:31:03.126054 INFO: Iteration: 188 of 500 | Total samples: 288
- 20:31:03.126065 INFO: Query: [2](0.238792,2.09311)
- 20:31:03.126070 INFO: Query outcome: 0.123879
- 20:31:03.126072 INFO: Best query: [2](0.232776,2.17409)
- 20:31:03.126074 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 295
[BayesOpt Nonlinear] Parameters: V0=0.799516, R=1.65253, Metric=0.188858, Time=1933ms
- 20:31:05.077784 INFO: Iteration: 189 of 500 | Total samples: 289
- 20:31:05.077798 INFO: Query: [2](0.799516,1.65253)
- 20:31:05.077804 INFO: Query outcome: 0.188858
- 20:31:05.077807 INFO: Best query: [2](0.232776,2.17409)
- 20:31:05.077811 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 296
[BayesOpt Nonlinear] Parameters: V0=0.636713, R=1.62288, Metric=0.220761, Time=1922ms
- 20:31:07.023438 INFO: Iteration: 190 of 500 | Total samples: 290
- 20:31:07.023451 INFO: Query: [2](0.636713,1.62288)
- 20:31:07.023458 INFO: Query outcome: 0.220761
- 20:31:07.023460 INFO: Best query: [2](0.232776,2.17409)
- 20:31:07.023463 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 297
[BayesOpt Nonlinear] Parameters: V0=0.205847, R=2.26929, Metric=0.104413, Time=1689ms
- 20:31:08.728105 INFO: Iteration: 191 of 500 | Total samples: 291
- 20:31:08.728126 INFO: Query: [2](0.205847,2.26929)
- 20:31:08.728135 INFO: Query outcome: 0.104413
- 20:31:08.728138 INFO: Best query: [2](0.232776,2.17409)
- 20:31:08.728143 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 298
[BayesOpt Nonlinear] Parameters: V0=0.219605, R=2.21561, Metric=0.102674, Time=1920ms
- 20:31:10.663068 INFO: Iteration: 192 of 500 | Total samples: 292
- 20:31:10.663089 INFO: Query: [2](0.219605,2.21561)
- 20:31:10.663096 INFO: Query outcome: 0.102674
- 20:31:10.663098 INFO: Best query: [2](0.232776,2.17409)
- 20:31:10.663102 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 299
[BayesOpt Nonlinear] Parameters: V0=0.219903, R=2.21305, Metric=0.10314, Time=1868ms
- 20:31:12.547001 INFO: Iteration: 193 of 500 | Total samples: 293
- 20:31:12.547016 INFO: Query: [2](0.219903,2.21305)
- 20:31:12.547023 INFO: Query outcome: 0.10314
- 20:31:12.547026 INFO: Best query: [2](0.232776,2.17409)
- 20:31:12.547030 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 300
[BayesOpt Nonlinear] Parameters: V0=0.221875, R=2.20596, Metric=0.103045, Time=1947ms
- 20:31:14.518714 INFO: Iteration: 194 of 500 | Total samples: 294
- 20:31:14.518742 INFO: Query: [2](0.221875,2.20596)
- 20:31:14.518753 INFO: Query outcome: 0.103045
- 20:31:14.518756 INFO: Best query: [2](0.232776,2.17409)
- 20:31:14.518759 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 301
[BayesOpt Nonlinear] Parameters: V0=0.23201, R=2.18538, Metric=0.106962, Time=1850ms
- 20:31:16.381256 INFO: Iteration: 195 of 500 | Total samples: 295
- 20:31:16.381268 INFO: Query: [2](0.23201,2.18538)
- 20:31:16.381273 INFO: Query outcome: 0.106962
- 20:31:16.381276 INFO: Best query: [2](0.232776,2.17409)
- 20:31:16.381279 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 302
[BayesOpt Nonlinear] Parameters: V0=0.194623, R=2.24031, Metric=0.130763, Time=1670ms
- 20:31:18.066204 INFO: Iteration: 196 of 500 | Total samples: 296
- 20:31:18.066214 INFO: Query: [2](0.194623,2.24031)
- 20:31:18.066219 INFO: Query outcome: 0.130763
- 20:31:18.066221 INFO: Best query: [2](0.232776,2.17409)
- 20:31:18.066224 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 303
[BayesOpt Nonlinear] Parameters: V0=0.214607, R=2.23265, Metric=0.103605, Time=1776ms
- 20:31:19.858353 INFO: Iteration: 197 of 500 | Total samples: 297
- 20:31:19.858363 INFO: Query: [2](0.214607,2.23265)
- 20:31:19.858368 INFO: Query outcome: 0.103605
- 20:31:19.858370 INFO: Best query: [2](0.232776,2.17409)
- 20:31:19.858372 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 304
[BayesOpt Nonlinear] Parameters: V0=0.215697, R=2.16031, Metric=0.125945, Time=1725ms
- 20:31:21.599046 INFO: Iteration: 198 of 500 | Total samples: 298
- 20:31:21.599057 INFO: Query: [2](0.215697,2.16031)
- 20:31:21.599063 INFO: Query outcome: 0.125945
- 20:31:21.599065 INFO: Best query: [2](0.232776,2.17409)
- 20:31:21.599067 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 305
[BayesOpt Nonlinear] Parameters: V0=0.238, R=2.17669, Metric=0.116743, Time=1657ms
- 20:31:23.269220 INFO: Iteration: 199 of 500 | Total samples: 299
- 20:31:23.269235 INFO: Query: [2](0.238,2.17669)
- 20:31:23.269241 INFO: Query outcome: 0.116743
- 20:31:23.269243 INFO: Best query: [2](0.232776,2.17409)
- 20:31:23.269246 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 306
[BayesOpt Nonlinear] Parameters: V0=0.188524, R=2.34764, Metric=0.110273, Time=1805ms
- 20:31:25.457482 INFO: Iteration: 200 of 500 | Total samples: 300
- 20:31:25.457502 INFO: Query: [2](0.188524,2.34764)
- 20:31:25.457512 INFO: Query outcome: 0.110273
- 20:31:25.457514 INFO: Best query: [2](0.232776,2.17409)
- 20:31:25.457517 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 307
[BayesOpt Nonlinear] Parameters: V0=0.381743, R=1.89208, Metric=0.127672, Time=1880ms
- 20:31:27.353466 INFO: Iteration: 201 of 500 | Total samples: 301
- 20:31:27.353475 INFO: Query: [2](0.381743,1.89208)
- 20:31:27.353480 INFO: Query outcome: 0.127672
- 20:31:27.353482 INFO: Best query: [2](0.232776,2.17409)
- 20:31:27.353485 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 308
[BayesOpt Nonlinear] Parameters: V0=0.202654, R=2.30243, Metric=0.116274, Time=1752ms
- 20:31:29.121585 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 309
[BayesOpt Nonlinear] Parameters: V0=0.500794, R=1.62435, Metric=0.237994, Time=1772ms
- 20:31:30.894671 INFO: Iteration: 202 of 500 | Total samples: 302
- 20:31:30.894691 INFO: Query: [2](0.500794,1.62435)
- 20:31:30.894714 INFO: Query outcome: 0.237994
- 20:31:30.894717 INFO: Best query: [2](0.232776,2.17409)
- 20:31:30.894722 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 310
[BayesOpt Nonlinear] Parameters: V0=0.205506, R=2.28075, Metric=0.107189, Time=1715ms
- 20:31:32.628050 INFO: Iteration: 203 of 500 | Total samples: 303
- 20:31:32.628065 INFO: Query: [2](0.205506,2.28075)
- 20:31:32.628071 INFO: Query outcome: 0.107189
- 20:31:32.628073 INFO: Best query: [2](0.232776,2.17409)
- 20:31:32.628076 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 311
[BayesOpt Nonlinear] Parameters: V0=0.203389, R=2.28848, Metric=0.106056, Time=1705ms
- 20:31:34.353711 INFO: Iteration: 204 of 500 | Total samples: 304
- 20:31:34.353726 INFO: Query: [2](0.203389,2.28848)
- 20:31:34.353732 INFO: Query outcome: 0.106056
- 20:31:34.353734 INFO: Best query: [2](0.232776,2.17409)
- 20:31:34.353737 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 312
[BayesOpt Nonlinear] Parameters: V0=0.216332, R=2.23779, Metric=0.106506, Time=1743ms
- 20:31:36.114102 INFO: Iteration: 205 of 500 | Total samples: 305
- 20:31:36.114113 INFO: Query: [2](0.216332,2.23779)
- 20:31:36.114118 INFO: Query outcome: 0.106506
- 20:31:36.114120 INFO: Best query: [2](0.232776,2.17409)
- 20:31:36.114123 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 313
[BayesOpt Nonlinear] Parameters: V0=0.223896, R=2.21165, Metric=0.106968, Time=1702ms
- 20:31:37.835678 INFO: Iteration: 206 of 500 | Total samples: 306
- 20:31:37.835689 INFO: Query: [2](0.223896,2.21165)
- 20:31:37.835697 INFO: Query outcome: 0.106968
- 20:31:37.835700 INFO: Best query: [2](0.232776,2.17409)
- 20:31:37.835705 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 314
[BayesOpt Nonlinear] Parameters: V0=0.226381, R=2.20376, Metric=0.107362, Time=1694ms
- 20:31:39.547056 INFO: Iteration: 207 of 500 | Total samples: 307
- 20:31:39.547066 INFO: Query: [2](0.226381,2.20376)
- 20:31:39.547071 INFO: Query outcome: 0.107362
- 20:31:39.547073 INFO: Best query: [2](0.232776,2.17409)
- 20:31:39.547076 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 315
[BayesOpt Nonlinear] Parameters: V0=0.241733, R=2.17424, Metric=0.125518, Time=1748ms
- 20:31:41.308668 INFO: Iteration: 208 of 500 | Total samples: 308
- 20:31:41.308687 INFO: Query: [2](0.241733,2.17424)
- 20:31:41.308696 INFO: Query outcome: 0.125518
- 20:31:41.308699 INFO: Best query: [2](0.232776,2.17409)
- 20:31:41.308705 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 316
[BayesOpt Nonlinear] Parameters: V0=0.128801, R=2.96121, Metric=0.172949, Time=1819ms
- 20:31:43.144507 INFO: Iteration: 209 of 500 | Total samples: 309
- 20:31:43.144522 INFO: Query: [2](0.128801,2.96121)
- 20:31:43.144536 INFO: Query outcome: 0.172949
- 20:31:43.144539 INFO: Best query: [2](0.232776,2.17409)
- 20:31:43.144543 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 317
[BayesOpt Nonlinear] Parameters: V0=0.187639, R=2.38179, Metric=0.122845, Time=1725ms
- 20:31:44.895678 INFO: Iteration: 210 of 500 | Total samples: 310
- 20:31:44.895688 INFO: Query: [2](0.187639,2.38179)
- 20:31:44.895693 INFO: Query outcome: 0.122845
- 20:31:44.895695 INFO: Best query: [2](0.232776,2.17409)
- 20:31:44.895698 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 318
[BayesOpt Nonlinear] Parameters: V0=0.203982, R=2.28214, Metric=0.103298, Time=1753ms
- 20:31:46.665658 INFO: Iteration: 211 of 500 | Total samples: 311
- 20:31:46.665668 INFO: Query: [2](0.203982,2.28214)
- 20:31:46.665673 INFO: Query outcome: 0.103298
- 20:31:46.665675 INFO: Best query: [2](0.232776,2.17409)
- 20:31:46.665678 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 319
[BayesOpt Nonlinear] Parameters: V0=0.191629, R=2.26216, Metric=0.129241, Time=1717ms
- 20:31:48.399498 INFO: Iteration: 212 of 500 | Total samples: 312
- 20:31:48.399509 INFO: Query: [2](0.191629,2.26216)
- 20:31:48.399515 INFO: Query outcome: 0.129241
- 20:31:48.399517 INFO: Best query: [2](0.232776,2.17409)
- 20:31:48.399520 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 320
[BayesOpt Nonlinear] Parameters: V0=0.210612, R=2.25665, Metric=0.103783, Time=1730ms
- 20:31:50.146813 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 321
[BayesOpt Nonlinear] Parameters: V0=0.317397, R=1.60791, Metric=0.417216, Time=1729ms
- 20:31:51.876264 INFO: Iteration: 213 of 500 | Total samples: 313
- 20:31:51.876274 INFO: Query: [2](0.317397,1.60791)
- 20:31:51.876279 INFO: Query outcome: 0.417216
- 20:31:51.876281 INFO: Best query: [2](0.232776,2.17409)
- 20:31:51.876285 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 322
[BayesOpt Nonlinear] Parameters: V0=0.210793, R=2.25809, Metric=0.10588, Time=1817ms
- 20:31:53.710425 INFO: Iteration: 214 of 500 | Total samples: 314
- 20:31:53.710436 INFO: Query: [2](0.210793,2.25809)
- 20:31:53.710443 INFO: Query outcome: 0.10588
- 20:31:53.710446 INFO: Best query: [2](0.232776,2.17409)
- 20:31:53.710451 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 323
[BayesOpt Nonlinear] Parameters: V0=0.211508, R=2.25072, Metric=0.102073, Time=1735ms
- 20:31:55.462808 INFO: Iteration: 215 of 500 | Total samples: 315
- 20:31:55.462824 INFO: Query: [2](0.211508,2.25072)
- 20:31:55.462830 INFO: Query outcome: 0.102073
- 20:31:55.462832 INFO: Best query: [2](0.232776,2.17409)
- 20:31:55.462835 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 324
[BayesOpt Nonlinear] Parameters: V0=0.213571, R=2.24023, Metric=0.102575, Time=1779ms
- 20:31:57.259213 INFO: Iteration: 216 of 500 | Total samples: 316
- 20:31:57.259223 INFO: Query: [2](0.213571,2.24023)
- 20:31:57.259228 INFO: Query outcome: 0.102575
- 20:31:57.259230 INFO: Best query: [2](0.232776,2.17409)
- 20:31:57.259233 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 325
[BayesOpt Nonlinear] Parameters: V0=0.211962, R=2.2478, Metric=0.102368, Time=1726ms
- 20:31:59.002958 INFO: Iteration: 217 of 500 | Total samples: 317
- 20:31:59.002977 INFO: Query: [2](0.211962,2.2478)
- 20:31:59.002983 INFO: Query outcome: 0.102368
- 20:31:59.002985 INFO: Best query: [2](0.232776,2.17409)
- 20:31:59.002988 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 326
[BayesOpt Nonlinear] Parameters: V0=0.219379, R=2.21582, Metric=0.10289, Time=1729ms
- 20:32:00.749778 INFO: Iteration: 218 of 500 | Total samples: 318
- 20:32:00.749797 INFO: Query: [2](0.219379,2.21582)
- 20:32:00.749804 INFO: Query outcome: 0.10289
- 20:32:00.749806 INFO: Best query: [2](0.232776,2.17409)
- 20:32:00.749810 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 327
[BayesOpt Nonlinear] Parameters: V0=0.219037, R=2.21528, Metric=0.103497, Time=1843ms
- 20:32:02.610376 INFO: Iteration: 219 of 500 | Total samples: 319
- 20:32:02.610404 INFO: Query: [2](0.219037,2.21528)
- 20:32:02.610412 INFO: Query outcome: 0.103497
- 20:32:02.610414 INFO: Best query: [2](0.232776,2.17409)
- 20:32:02.610417 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 328
[BayesOpt Nonlinear] Parameters: V0=0.207415, R=2.2109, Metric=0.120422, Time=1780ms
- 20:32:04.408074 INFO: Iteration: 220 of 500 | Total samples: 320
- 20:32:04.408092 INFO: Query: [2](0.207415,2.2109)
- 20:32:04.408100 INFO: Query outcome: 0.120422
- 20:32:04.408102 INFO: Best query: [2](0.232776,2.17409)
- 20:32:04.408105 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 329
[BayesOpt Nonlinear] Parameters: V0=0.225664, R=2.2012, Metric=0.102354, Time=1735ms
- 20:32:06.176971 INFO: Iteration: 221 of 500 | Total samples: 321
- 20:32:06.176989 INFO: Query: [2](0.225664,2.2012)
- 20:32:06.176999 INFO: Query outcome: 0.102354
- 20:32:06.177001 INFO: Best query: [2](0.232776,2.17409)
- 20:32:06.177004 INFO: Best outcome: 0.101296
[BayesOpt Nonlinear] Iteration: 330
[BayesOpt Nonlinear] Parameters: V0=0.225375, R=2.20057, Metric=0.100734, Time=1697ms
- 20:32:07.891522 INFO: Iteration: 222 of 500 | Total samples: 322
- 20:32:07.891547 INFO: Query: [2](0.225375,2.20057)
- 20:32:07.891558 INFO: Query outcome: 0.100734
- 20:32:07.891561 INFO: Best query: [2](0.225375,2.20057)
- 20:32:07.891566 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 331
[BayesOpt Nonlinear] Parameters: V0=0.226006, R=2.201, Metric=0.103296, Time=1779ms
- 20:32:09.686859 INFO: Iteration: 223 of 500 | Total samples: 323
- 20:32:09.686870 INFO: Query: [2](0.226006,2.201)
- 20:32:09.686876 INFO: Query outcome: 0.103296
- 20:32:09.686878 INFO: Best query: [2](0.225375,2.20057)
- 20:32:09.686881 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 332
[BayesOpt Nonlinear] Parameters: V0=0.310886, R=1.94831, Metric=0.130909, Time=1761ms
- 20:32:11.465244 INFO: Forced random query!
[BayesOpt Nonlinear] Iteration: 333
[BayesOpt Nonlinear] Parameters: V0=0.624318, R=0.0785187, Metric=6.89298, Time=2242ms
- 20:32:13.708228 INFO: Iteration: 224 of 500 | Total samples: 324
- 20:32:13.708244 INFO: Query: [2](0.624318,0.0785187)
- 20:32:13.708253 INFO: Query outcome: 6.89298
- 20:32:13.708257 INFO: Best query: [2](0.225375,2.20057)
- 20:32:13.708262 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 334
[BayesOpt Nonlinear] Parameters: V0=0.310852, R=1.94814, Metric=0.130998, Time=1765ms
- 20:32:15.491892 INFO: Iteration: 225 of 500 | Total samples: 325
- 20:32:15.491912 INFO: Query: [2](0.310852,1.94814)
- 20:32:15.491955 INFO: Query outcome: 0.130998
- 20:32:15.491959 INFO: Best query: [2](0.225375,2.20057)
- 20:32:15.491965 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 335
[BayesOpt Nonlinear] Parameters: V0=0.407604, R=1.8504, Metric=0.139729, Time=1720ms
- 20:32:17.229535 INFO: Iteration: 226 of 500 | Total samples: 326
- 20:32:17.229550 INFO: Query: [2](0.407604,1.8504)
- 20:32:17.229557 INFO: Query outcome: 0.139729
- 20:32:17.229559 INFO: Best query: [2](0.225375,2.20057)
- 20:32:17.229562 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 336
[BayesOpt Nonlinear] Parameters: V0=0.375606, R=1.83775, Metric=0.155244, Time=1759ms
- 20:32:19.007441 INFO: Iteration: 227 of 500 | Total samples: 327
- 20:32:19.007468 INFO: Query: [2](0.375606,1.83775)
- 20:32:19.007474 INFO: Query outcome: 0.155244
- 20:32:19.007476 INFO: Best query: [2](0.225375,2.20057)
- 20:32:19.007480 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 337
[BayesOpt Nonlinear] Parameters: V0=0.147521, R=1.79108, Metric=0.693332, Time=1736ms
- 20:32:20.762271 INFO: Iteration: 228 of 500 | Total samples: 328
- 20:32:20.762286 INFO: Query: [2](0.147521,1.79108)
- 20:32:20.762292 INFO: Query outcome: 0.693332
- 20:32:20.762294 INFO: Best query: [2](0.225375,2.20057)
- 20:32:20.762299 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 338
[BayesOpt Nonlinear] Parameters: V0=0.218091, R=2.16234, Metric=0.122269, Time=1834ms
- 20:32:22.615812 INFO: Iteration: 229 of 500 | Total samples: 329
- 20:32:22.615834 INFO: Query: [2](0.218091,2.16234)
- 20:32:22.615841 INFO: Query outcome: 0.122269
- 20:32:22.615843 INFO: Best query: [2](0.225375,2.20057)
- 20:32:22.615846 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 339
[BayesOpt Nonlinear] Parameters: V0=0.254709, R=2.06144, Metric=0.121367, Time=1718ms
- 20:32:24.353960 INFO: Iteration: 230 of 500 | Total samples: 330
- 20:32:24.353990 INFO: Query: [2](0.254709,2.06144)
- 20:32:24.353996 INFO: Query outcome: 0.121367
- 20:32:24.353998 INFO: Best query: [2](0.225375,2.20057)
- 20:32:24.354001 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 340
[BayesOpt Nonlinear] Parameters: V0=0.288119, R=2.02696, Metric=0.110817, Time=1890ms
- 20:32:26.263511 INFO: Iteration: 231 of 500 | Total samples: 331
- 20:32:26.263524 INFO: Query: [2](0.288119,2.02696)
- 20:32:26.263531 INFO: Query outcome: 0.110817
- 20:32:26.263534 INFO: Best query: [2](0.225375,2.20057)
- 20:32:26.263538 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 341
[BayesOpt Nonlinear] Parameters: V0=0.231986, R=2.18704, Metric=0.108599, Time=1923ms
- 20:32:28.210977 INFO: Iteration: 232 of 500 | Total samples: 332
- 20:32:28.210992 INFO: Query: [2](0.231986,2.18704)
- 20:32:28.210999 INFO: Query outcome: 0.108599
- 20:32:28.211002 INFO: Best query: [2](0.225375,2.20057)
- 20:32:28.211006 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 342
[BayesOpt Nonlinear] Parameters: V0=0.164785, R=2.37264, Metric=0.154596, Time=1787ms
- 20:32:30.017409 INFO: Iteration: 233 of 500 | Total samples: 333
- 20:32:30.017425 INFO: Query: [2](0.164785,2.37264)
- 20:32:30.017436 INFO: Query outcome: 0.154596
- 20:32:30.017439 INFO: Best query: [2](0.225375,2.20057)
- 20:32:30.017444 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 343
[BayesOpt Nonlinear] Parameters: V0=0.201981, R=2.30504, Metric=0.115968, Time=1874ms
- 20:32:31.910442 INFO: Iteration: 234 of 500 | Total samples: 334
- 20:32:31.910454 INFO: Query: [2](0.201981,2.30504)
- 20:32:31.910460 INFO: Query outcome: 0.115968
- 20:32:31.910463 INFO: Best query: [2](0.225375,2.20057)
- 20:32:31.910466 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 344
[BayesOpt Nonlinear] Parameters: V0=0.200618, R=2.22586, Metric=0.125697, Time=1843ms
- 20:32:33.773003 INFO: Iteration: 235 of 500 | Total samples: 335
- 20:32:33.773017 INFO: Query: [2](0.200618,2.22586)
- 20:32:33.773025 INFO: Query outcome: 0.125697
- 20:32:33.773028 INFO: Best query: [2](0.225375,2.20057)
- 20:32:33.773033 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 345
[BayesOpt Nonlinear] Parameters: V0=0.200553, R=2.31275, Metric=0.117277, Time=1802ms
- 20:32:35.594575 INFO: Iteration: 236 of 500 | Total samples: 336
- 20:32:35.594601 INFO: Query: [2](0.200553,2.31275)
- 20:32:35.594607 INFO: Query outcome: 0.117277
- 20:32:35.594609 INFO: Best query: [2](0.225375,2.20057)
- 20:32:35.594612 INFO: Best outcome: 0.100734
[BayesOpt Nonlinear] Iteration: 346
[BayesOpt Nonlinear] Parameters: V0=0.276318, R=2.06346, Metric=0.104095, Time=1887ms
- 20:32:37.502242 INFO: Iteration: 237 of 500 | Total samples: 337
- 20:32:37.502258 INFO: Query: [2](0.276318,2.06346)
- 20:32:37.502264 INFO: Query outcome: 0.104095
- 20:32:37.502267 INFO: Best query: [2](0.225375,2.20057)
- 20:32:37.502269 INFO: Best outcome: 0.100734
